customer_id,order_purchase_timestamp,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_score,customer_segment,avg_order_value,CLV
1e28f4546fdd6cdc075fd5700552404b,06-05-2018 13:26,115,1,264.09,4,1,5,415,Champions,264.09,63149.56114
1e292a1892337d76520a685fa78c3280,27-12-2017 22:43,244,1,57.82,3,1,2,312,Others,57.82,13825.99729
1e2968f158c10197bda882f5be736e2d,04-08-2017 10:33,390,1,52.09,1,1,1,111,At Risk,52.09,12455.83187
1e2c638fa75913b65fe1dc2978620ac6,29-10-2017 12:41,304,1,229.8,2,1,5,215,At Risk,229.8,54950.08955
1e2c7c77557ce57cb5a964067c93de43,27-09-2017 20:39,335,1,73.13,2,1,2,212,At Risk,73.13,17486.94538
1e2c9f28b5796d861e2c7edccee8b25e,06-02-2018 21:51,203,1,122.5,3,1,3,313,Others,122.5,29292.36715
1e2cc2c58def2bc4a41af2aa363cdfa9,27-12-2017 12:17,245,1,122.4,3,1,3,313,Others,122.4,29268.45501
1e2efa955775eccbf59ceac62df6de67,24-05-2018 17:14,96,1,34.13,4,1,1,411,Potential Customers,34.13,8161.212169
1e3005980e35ffabad12c31116e746f2,25-01-2017 05:31,581,1,100.64,1,1,3,113,At Risk,100.64,24065.17412
1e3252b73d8c7d66a3e003069691c85e,08-09-2017 21:44,354,1,76.08,2,1,2,212,At Risk,76.08,18192.35341
1e331e9effe37cc5bb06a638a9a9e077,28-02-2018 16:54,181,1,146.96,3,1,4,314,Others,146.96,35141.27572
1e338a26b653fb3389509b3a29e02174,09-12-2017 21:53,262,1,246.38,3,1,5,315,Others,246.38,58914.72177
1e33911f485f93fae7ebf9f9f26c54bc,10-02-2018 20:54,199,1,97.78,3,1,3,313,Others,97.78,23381.28702
1e343e03e0136219d697f62fb5d9b962,14-05-2018 14:34,107,1,147.99,4,1,4,414,Champions,147.99,35387.57073
1e34d5f2f76b66a767e02d4fcd550847,01-05-2018 15:24,119,1,119.12,4,1,3,413,Potential Customers,119.12,28484.13693
1e34da36bb68dd1d93a0f40afae7210a,13-08-2018 12:12,16,1,215.5,5,1,5,515,Champions,215.5,51530.65404
1e34ef28ff6a12d56dcd123746e11367,14-01-2018 19:35,226,1,167.49,3,1,4,314,Others,167.49,40050.43733
1e3512ce753ab87c643855569b8b23e1,30-03-2018 19:08,151,1,158.29,4,1,4,414,Champions,158.29,37850.52078
1e3597b6a3709825babc1f9c2c5d1992,01-11-2017 14:01,301,1,66.52,2,1,2,212,At Risk,66.52,15906.35316
1e3726247083b718a85dbc9c611fbd4f,13-06-2018 17:27,76,1,48.02,5,1,1,511,Potential Customers,48.02,11482.60792
1e3a55090ca74ba9eb7030a2d7994569,30-05-2018 23:59,90,1,22.38,5,1,1,511,Potential Customers,22.38,5351.536137
1e3bdbcd4096588079be99fcf4355d6d,23-10-2017 11:34,310,1,159.44,2,1,4,214,At Risk,159.44,38125.51035
1e3cc418d008eb445aeca1e65fe1a9a1,13-07-2018 16:55,46,1,180.95,5,1,4,514,Champions,180.95,43269.0109
1e3dbed8d904cb9febfcf254f39eaec6,09-12-2017 23:09,262,1,65.71,3,1,2,312,Others,65.71,15712.66486
1e3dbf396a2b6fdc1547c9efb69ce495,28-09-2017 21:07,334,1,151.9,2,1,4,214,At Risk,151.9,36322.53526
1e3e2301d4b26d2edc2ce9879334310d,14-09-2017 14:34,349,1,256.43,2,1,5,215,At Risk,256.43,61317.89149
1e400ea0c7d20f16c2b9416d806fcdcf,22-12-2017 11:43,250,1,47.8,3,1,1,311,Others,47.8,11430.00122
1e40588bb4f9eae6bd4d49e929ef2b0b,06-12-2017 12:31,266,1,84.49,3,1,2,312,Others,84.49,20203.36408
1e40d4f1a80740db28186721d9a53aee,22-07-2017 19:05,402,1,220.04,1,1,5,115,At Risk,220.04,52616.26503
1e41f525df3cf1c0195fae7dec1e2a7b,16-10-2017 20:05,316,1,98.31,2,1,3,213,At Risk,98.31,23508.02134
1e425acf0b88c6efc1c7c9885015122c,12-04-2017 16:15,503,1,85.6,1,1,3,113,At Risk,85.6,20468.7888
1e427598ddcfbca80566d2bcd92dd995,13-11-2017 09:49,289,1,309.29,2,1,5,215,At Risk,309.29,73957.84681
1e42bebf128ecca7f91a96aca2272f7f,01-11-2017 14:07,301,1,96.02,2,1,3,213,At Risk,96.02,22960.43342
1e43307258f5a07b28b93426cbf1f8ef,03-02-2018 11:54,207,1,126.54,3,1,3,313,Others,126.54,30258.41746
1e433a0ebefc0d9ba791b8f2e0e627f8,02-02-2018 19:29,207,1,34.75,3,1,1,311,Others,34.75,8309.467415
1e434301a5cb198f25c4362829482d04,23-09-2017 22:13,339,1,153.27,2,1,4,214,At Risk,153.27,36650.13153
1e4390f0fddd44b98a4c25f27009e1cf,19-04-2018 13:38,132,1,75.85,4,1,2,412,Potential Customers,75.85,18137.35549
1e43e8b919aefb09fc5004e3b46a14ef,01-12-2017 01:39,271,1,1425.56,2,1,5,215,At Risk,1425.56,340881.8523
1e43f63c1584c4703baf3b71577f0bc8,21-07-2017 10:49,404,1,178.89,1,1,4,114,At Risk,178.89,42776.42089
1e442ae42cba4e82336cb1c367c7b75d,09-03-2018 15:25,172,1,105.5,4,1,3,413,Potential Customers,105.5,25227.30395
1e4469639d0585ca1550aeaf35d28c18,23-08-2017 14:28,371,1,81.89,2,1,2,212,At Risk,81.89,19581.64854
1e44951cea9cac0d305ae89e6b2247ee,13-05-2018 21:26,107,1,683.57,4,1,5,415,Champions,683.57,163456.1911
1e44f87bfae5a9d7d58881727051db1f,03-02-2018 14:07,207,1,225.62,3,1,5,315,Others,225.62,53950.56225
1e451a6f503504ea01da3655e83a98bd,22-09-2017 09:08,341,1,65.71,2,1,2,212,At Risk,65.71,15712.66486
1e45cc438a2b5db671bdbc26caa232b3,09-11-2017 11:19,293,1,65,2,1,2,212,At Risk,65,15542.88869
1e46b6f106ce27d415d81e4989bccc02,13-11-2017 21:16,288,1,59.11,2,1,2,212,At Risk,59.11,14134.46385
1e46ef7cbf5b8032047691745edf0ded,12-01-2018 16:45,228,1,95.31,3,1,3,313,Others,95.31,22790.65725
1e4750abc882c2b10806fbbf46a5ad6b,24-11-2017 21:33,277,1,358.04,2,1,5,215,At Risk,358.04,85615.01333
1e47adc3adf1d905c6db3afb5592a8f8,31-08-2017 20:11,362,1,111.71,2,1,3,213,At Risk,111.71,26712.24762
1e47b918581b562a9d8d9f85fcb9b1e5,14-01-2018 22:31,226,1,85.8,3,1,3,313,Others,85.8,20516.61307
1e487116feb9361b3221c3e93fde4d7f,24-06-2018 17:53,65,1,267.54,5,1,5,515,Champions,267.54,63974.52985
1e492f4fb4ccdab801d2b7787855f189,12-09-2017 16:38,350,1,253.9,2,1,5,215,At Risk,253.9,60712.91444
1e4943bca6e827e979f0bf51fcbc2853,05-12-2017 17:39,266,1,167.42,3,1,4,314,Others,167.42,40033.69884
1e49717e97fab065ef9ada06236dcf7c,06-12-2017 18:20,265,1,69.12,3,1,2,312,Others,69.12,16528.06871
1e49d70b227359f77399581bac643bfa,25-11-2017 09:14,277,1,71.65,2,1,2,212,At Risk,71.65,17133.04576
1e4a256245581c2b4d990576ea26f02c,23-10-2017 10:41,310,1,242.02,2,1,5,215,At Risk,242.02,57872.15263
1e4d5a2d659196f90c553ddfca5a6a3d,28-06-2018 17:57,61,1,65.49,5,1,2,512,Potential Customers,65.49,15660.05816
1e4d728d3caa078c9be3fa119d15f3af,04-09-2017 15:27,358,1,367.2,2,1,5,215,At Risk,367.2,87805.36503
1e4e56c1993be4f3be455fae5eac5393,24-05-2017 19:32,461,1,379.2,1,1,5,115,At Risk,379.2,90674.8214
1e512c6eb672d5c4b47268752d86060b,07-05-2018 22:01,113,1,195.63,4,1,4,414,Champions,195.63,46779.31253
1e513734991365b937e84ef80d4c7b5e,24-11-2017 08:10,278,1,456.81,2,1,5,215,At Risk,456.81,109233.0305
1e51b91a1bb6df445cc3a0295863e235,26-02-2018 17:54,183,1,92.98,3,1,3,313,Others,92.98,22233.50447
1e5317cd1def009c1067326813a9a727,17-03-2017 20:32,529,1,147.52,1,1,4,114,At Risk,147.52,35275.18368
1e546823ee2936a18536174999438369,13-10-2017 11:05,320,1,57.77,2,1,2,212,At Risk,57.77,13814.04122
1e54b20747fcea4c173e88cf3d2a5638,22-11-2017 21:22,279,1,71.53,2,1,2,212,At Risk,71.53,17104.3512
1e555bb209b083428207fe0e28c62252,03-06-2018 10:24,87,1,143.99,5,1,4,514,Champions,143.99,34431.08527
1e55ff6f2dd9f787bb907ce309a58715,12-09-2017 12:55,351,1,116.84,2,1,3,213,At Risk,116.84,27938.94022
1e567f9af3198d75fe6680035bb0620b,18-04-2018 21:50,132,1,171.87,4,1,4,414,Champions,171.87,41097.78891
1e57c443e89e347a469a7a94b902e9f2,23-03-2018 11:39,159,1,194.29,4,1,4,414,Champions,194.29,46458.8899
1e59e315349bf9f24c7837da34c658e8,03-06-2018 22:59,86,1,607.98,5,1,5,515,Champions,607.98,145381.0072
1e5a23e9ddf45e71f18ed50dbcefb79d,26-02-2018 09:30,184,1,194.12,3,1,4,314,Others,194.12,46418.23927
1e5aa0d19c1129b3ebb1d369ee0a7d3e,23-03-2018 15:00,159,1,387.44,4,1,5,415,Champions,387.44,92645.18144
1e5b699b9ff60486d8d641a538974d75,13-04-2017 08:45,503,1,114.77,1,1,3,113,At Risk,114.77,27443.959
1e5b8d093d9b49f9f412692df893c72d,02-04-2018 08:42,149,1,84.14,4,1,2,412,Potential Customers,84.14,20119.67161
1e5d1eb03501e8ddbd71596a99153223,06-03-2018 12:06,176,1,263.18,4,1,5,415,Champions,263.18,62931.9607
1e5de4c68af6db5151b970cd48dde46e,19-03-2017 10:13,528,1,59.96,1,1,2,112,At Risk,59.96,14337.71701
1e5f21f18acbf4055a7da15ae09bf968,28-08-2017 11:27,366,1,128.83,2,1,4,214,At Risk,128.83,30806.00538
1e602dfaa99944b2b30ab59c039b80c5,07-01-2018 20:15,233,1,75.53,3,1,2,312,Others,75.53,18060.83666
1e608ac275c269c418a864ec0db7a237,02-04-2018 09:21,149,1,30.78,4,1,1,411,Potential Customers,30.78,7360.155598
1e613beca8e08db97c1162b5cea9d6a8,02-02-2018 14:10,208,1,150.15,3,1,4,314,Others,150.15,35904.07287
1e617abc89da2e263995e6a978758250,07-05-2018 16:51,113,1,99.9,4,1,3,413,Potential Customers,99.9,23888.22431
1e61e36af8fe328f476f84c356416d74,27-04-2018 07:43,124,1,76.29,4,1,2,412,Potential Customers,76.29,18242.56889
1e62ceb7892fa195f10e9189f1266eb7,30-07-2018 20:23,29,1,119.46,5,1,3,513,Potential Customers,119.46,28565.4382
1e636027145a885dffb87246dc57ff4b,16-01-2018 20:24,224,1,102,3,1,3,313,Others,102,24390.37917
1e65961d04cfd45afd328fcca0e9b53d,23-04-2018 18:33,127,1,42.39,4,1,1,411,Potential Customers,42.39,10136.35464
1e660f43dd676ad1838e7fbcf617947c,04-06-2018 17:03,85,1,288.94,5,1,5,515,Champions,288.94,69091.72705
1e668e04c39d29cce6958efd37f2d56f,23-05-2017 18:30,462,1,22.72,1,1,1,111,At Risk,22.72,5432.8374
1e66da1469bc3ff123127f2f299c3d69,17-11-2017 13:15,285,1,845.81,2,1,5,215,At Risk,845.81,202251.2413
1e677e002df7792bfb7054bc1c3e1435,14-02-2018 12:29,196,1,137.55,3,1,4,314,Others,137.55,32891.14368
1e67921a3c7285bda4c370e5c865521c,12-04-2018 21:31,138,1,143.38,4,1,4,414,Champions,143.38,34285.22124
1e67c4865d4e1a05a16d7ae3eb790cab,11-05-2018 18:46,109,1,122.35,4,1,3,413,Potential Customers,122.35,29256.49894
1e6871517e2bd63b7ccb393370800abf,17-05-2018 09:15,104,1,21.16,4,1,1,411,Potential Customers,21.16,5059.808072
1e68eb446a32f445dceaf306cdad90b4,13-06-2018 14:48,77,1,88.58,5,1,3,513,Potential Customers,88.58,21181.37046
1e693b1529d492f7e34a9ed0a166119a,16-04-2018 16:31,134,1,208.91,4,1,5,415,Champions,208.91,49954.84425
1e69e7df48c7b57590cd5f3877728f54,29-12-2017 10:15,243,1,75.86,3,1,2,312,Others,75.86,18139.74671
1e6bd00056db5ad190016e8d62d0bc36,24-11-2017 20:33,277,1,79.33,2,1,2,212,At Risk,79.33,18969.49784
1e6cd369cf26ded4ed75185d5605241a,06-07-2017 18:52,418,1,46.82,1,1,1,111,At Risk,46.82,11195.66228
1e6cd8588a826f646f124d1725eab3a8,16-01-2017 13:21,590,1,19.71,1,1,1,111,At Risk,19.71,4713.082093
1e6e8604e5189a58669534b84d2bdcbb,10-06-2018 11:20,80,1,36.96,5,1,1,511,Potential Customers,36.96,8837.92563
1e6e86c36785c218182b1725886d9dda,22-02-2018 12:40,188,1,192.14,3,1,4,314,Others,192.14,45944.77897
1e6ee77f5b9d165c26cd56dd39a83593,24-06-2018 17:56,65,1,103.12,5,1,3,513,Potential Customers,103.12,24658.1951
1e711e252c12c1ca4268a8b54d374e2e,18-06-2017 20:45,436,1,39.91,1,1,1,111,At Risk,39.91,9543.333655
1e7129f570fe1d1ce3a8beb6aeda1bf3,25-11-2017 11:20,277,1,36.75,2,1,1,211,At Risk,36.75,8787.710144
1e72e36effe5b90ecb0881fd77496950,02-01-2018 18:14,238,1,160.51,3,1,4,314,Others,160.51,38381.37021
1e730a96d690e79c6c7f148ed0510bdd,08-03-2017 23:55,538,1,68.62,1,1,2,112,At Risk,68.62,16408.50803
1e73191ece95714fe9d6527505c55807,18-08-2018 18:30,10,1,66.44,5,1,2,512,Potential Customers,66.44,15887.22345
1e731fba87f0c669e7909fb9a7ce408d,03-08-2018 13:37,26,1,283.92,5,1,5,515,Champions,283.92,67891.3378
1e733c62f6bcd8f7a6308bf03149bf2f,07-05-2017 19:16,478,1,43.77,1,1,1,111,At Risk,43.77,10466.34212
1e7347c98af2c5dd3b24ef197d20e0ce,02-08-2018 12:05,27,1,67.44,5,1,2,512,Potential Customers,67.44,16126.34482
1e73856ff88f7317350280a958fa25e2,22-05-2018 15:14,98,1,95.32,4,1,3,413,Potential Customers,95.32,22793.04846
1e74a3bc25973c001bf161187ad5d618,06-10-2017 03:05,327,1,31.77,2,1,1,211,At Risk,31.77,7596.885749
1e74b00cee8d685addcb531edfd5c745,18-03-2018 19:23,163,1,373.5,4,1,5,415,Champions,373.5,89311.82962
1e753698bf8edce0a3e853c14de64ec3,21-12-2017 09:48,251,1,71.48,3,1,2,312,Others,71.48,17092.39513
1e7669e900934e588bb96f581c45d359,10-04-2018 13:25,141,1,329.06,4,1,5,415,Champions,329.06,78685.27619
1e7862bc2a60cacd519ce1af310ac766,30-01-2017 23:40,575,1,64.22,1,1,2,112,At Risk,64.22,15356.37403
1e786e4256c8012edd4a951d80a06718,13-02-2017 15:23,561,1,99.04,1,1,3,113,At Risk,99.04,23682.57994
1e79508ae1db3fd8cc165bf3ca7a0916,04-03-2018 13:17,178,1,33.79,4,1,1,411,Potential Customers,33.79,8079.910905
1e7989c434504343a913116ac6f213d2,12-09-2017 17:47,350,1,203.36,2,1,5,215,At Risk,203.36,48627.72068
1e79e4f1a4653e041c3ce1ddb2ff239f,31-07-2018 08:30,29,1,72.14,5,1,2,512,Potential Customers,72.14,17250.21523
1e7ae75f912048bbe71c5b5a3d963026,01-11-2017 15:55,300,1,59.59,2,1,2,212,At Risk,59.59,14249.24211
1e7b6cc033a72b59bd69c4a3f3a382c3,24-02-2018 10:35,186,1,32.68,3,1,1,311,Others,32.68,7814.48619
1e7c29e7721fa63c78c7db1a634ff5b6,06-05-2018 17:45,114,1,182.52,4,1,4,414,Champions,182.52,43644.43144
1e7c63005e58c8c02c20ef58f76735a0,08-05-2018 14:23,113,1,44.8,4,1,1,411,Potential Customers,44.8,10712.63713
1e7cd41ad33991231a3bf8a82c39fb00,31-07-2018 18:22,28,1,62.46,5,1,2,512,Potential Customers,62.46,14935.52042
1e7dba41b27dfbe43587719e97cacdbe,03-01-2018 23:45,237,1,87.23,3,1,3,313,Others,87.23,20858.55662
1e7ea825371e137f8b709a077b486f99,30-03-2017 11:25,517,1,462.26,1,1,5,115,At Risk,462.26,110536.2419
1e7ef303479b8085a9e8d59dafa5a8e0,27-09-2017 12:01,336,1,93.3,2,1,3,213,At Risk,93.3,22310.0233
1e7f26bfc1b72023a4e9b1800f281912,25-02-2017 07:53,550,1,137.14,1,1,4,114,At Risk,137.14,32793.10392
1e7f2e27d15bd03b384838645a84ebed,20-03-2017 10:24,527,1,245.68,1,1,5,115,At Risk,245.68,58747.33682
1e7fbc5baaeed443154f891810096b64,17-09-2017 12:03,346,1,38.01,2,1,1,211,At Risk,38.01,9089.003063
1e80013eefbc021dad1bca9b09cc5924,02-10-2017 19:38,330,1,288.13,2,1,5,215,At Risk,288.13,68898.03874
1e817806d244b36a9d64f1633d349f1e,27-11-2017 18:34,274,1,50.09,2,1,1,211,At Risk,50.09,11977.58915
1e82589c6c7a1f0d30ecd3e87cdeaf0f,26-11-2017 21:56,275,1,34.85,2,1,1,211,At Risk,34.85,8333.379551
1e82f0d500dd0c3e22a04421762b7590,25-11-2017 23:44,276,1,92.61,2,1,3,213,At Risk,92.61,22145.02956
1e838d610c4558100d05ee4b24e874c0,27-05-2017 15:20,458,1,116.13,1,1,3,113,At Risk,116.13,27769.16405
1e8573b86d3a9af3554bdd1e8d0b13da,04-04-2018 09:52,147,1,25.82,4,1,1,411,Potential Customers,25.82,6174.11363
1e85afbd5e188c31651496ecc7299f55,28-09-2017 15:30,334,1,74.18,2,1,2,212,At Risk,74.18,17738.02282
1e863570fff8e93ee7db14d56d826a6d,13-08-2017 09:11,381,1,205.53,2,1,5,215,At Risk,205.53,49146.61404
1e871ee754202374f077f3fda15025f8,19-10-2017 17:59,313,1,192.35,2,1,4,214,At Risk,192.35,45994.99445
1e876547ea4be0528954ac23b1e48c0d,03-04-2018 09:02,148,1,163.92,4,1,4,414,Champions,163.92,39196.77406
1e889a782d674324faeacb81ad066144,03-07-2018 16:23,56,1,340.64,5,1,5,515,Champions,340.64,81454.30159
1e88b5f20d4c915f63c41dae61f1c23f,27-01-2017 19:44,578,1,205.96,1,1,5,115,At Risk,205.96,49249.43622
1e895c76e8cd693bb39fa6731f209448,16-10-2017 18:01,316,1,85.66,2,1,3,213,At Risk,85.66,20483.13608
1e89ae773b201e0b12529620979f6906,03-11-2017 11:55,299,1,29.85,2,1,1,211,At Risk,29.85,7137.772729
1e8a678d7b018cde072ad5101c614e7d,28-09-2017 12:32,335,1,23.11,2,1,1,211,At Risk,23.11,5526.094733
1e8a8d05272891d65ecf047d69003b65,07-02-2018 13:14,203,1,115.81,3,1,3,313,Others,115.81,27692.64522
1e8aa3c3725bb28d332cf08aca2e5e1b,16-10-2017 12:38,317,1,62.01,2,1,2,212,At Risk,62.01,14827.91581
1e8c548eef0854e00134eb5ca82d2670,11-06-2018 21:18,78,1,118.17,5,1,3,513,Potential Customers,118.17,28256.97164
1e8cf2e3b4f313dcc79f5dd092220f60,23-04-2018 18:03,127,1,131.45,4,1,4,414,Champions,131.45,31432.50336
1e8e1c62473f56df55197028a8b67324,24-05-2018 16:01,96,1,102.7,4,1,3,413,Potential Customers,102.7,24557.76413
1e8e5af286e17f412f2aeaa569e358fd,13-01-2018 03:18,228,1,38.01,3,1,1,311,Others,38.01,9089.003063
1e8e836ac89751f2c688d1fbf8a3aee4,21-02-2018 10:21,189,1,70.52,3,1,2,312,Others,70.52,16862.83862
1e8e8e0bd7a6523848511a4f8359f8b5,16-06-2018 11:32,74,1,46.81,5,1,1,511,Potential Customers,46.81,11193.27107
1e8ee2859c7abf1bd5109dc08f49ea0d,02-04-2017 15:16,513,1,103.11,1,1,3,113,At Risk,103.11,24655.80389
1e90a99fbdd15bce1f9d56876bbe4969,13-06-2018 14:27,77,1,173.75,5,1,4,514,Champions,173.75,41547.33707
1e919c04beaee802f45cbffd7ec05e8d,23-10-2017 21:20,309,1,129.82,2,1,4,214,At Risk,129.82,31042.73553
1e91f4e8d3d47b74276ac6c6ca566c8d,11-03-2017 19:59,535,1,191.82,1,1,4,114,At Risk,191.82,45868.26013
1e929f9854a78461ed6cecf42cf66996,29-01-2018 21:51,211,1,149.7,3,1,4,314,Others,149.7,35796.46826
1e93dd7ed89b9bb680c296b4aaef62f5,11-10-2017 19:49,321,1,133.2,2,1,4,214,At Risk,133.2,31850.96575
1e95463853727c90d45021184b65fce0,02-12-2017 17:41,269,1,159.28,3,1,4,314,Others,159.28,38087.25093
1e959e1f5920cba43823fa9f95673b83,09-07-2017 12:25,416,1,124.96,1,1,3,113,At Risk,124.96,29880.6057
1e95a3150bf91dc251e39741df7192de,24-11-2017 13:42,278,1,66.67,2,1,2,212,At Risk,66.67,15942.22137
1e962f6745aa0b6926f1ff0561512454,20-05-2018 20:48,100,1,68.18,4,1,2,412,Potential Customers,68.18,16303.29463
1e963b5f838512cd33a77e603b7098fe,04-07-2017 07:43,421,1,188.32,1,1,4,114,At Risk,188.32,45031.33535
1e97930ab65bb76fe97e987b5e283cf8,10-04-2018 13:19,141,1,30.78,4,1,1,411,Potential Customers,30.78,7360.155598
1e98ec6af6b00f2b6c4974181855fbf2,24-04-2017 06:49,492,1,101.14,1,1,3,113,At Risk,101.14,24184.7348
1e98ef30dc6e4aebf3cedcf0bc5abeff,09-09-2017 20:33,353,1,283.2,2,1,5,215,At Risk,283.2,67719.17041
1e990616c033501f830e457435085ece,11-05-2018 20:23,109,1,80.86,4,1,2,412,Potential Customers,80.86,19335.35353
1e9ab936549ab0a87fdb451b9c0d26ab,29-03-2018 13:01,153,1,297.88,4,1,5,415,Champions,297.88,71229.47204
1e9ad002812017f0a6cc88057e7cca9c,11-05-2017 23:13,474,1,34.09,1,1,1,111,At Risk,34.09,8151.647314
1e9af921838cb34a1bb286bd89abab23,12-02-2017 09:31,563,1,144.07,1,1,4,114,At Risk,144.07,34450.21498
1e9b87abaaa43836c8dca222073a4b09,21-04-2017 11:24,495,1,115.02,1,1,3,113,At Risk,115.02,27503.73934
1e9c542107046dc0a616dab2c63b1b93,14-08-2017 17:23,379,1,45.09,2,1,1,211,At Risk,45.09,10781.98232
1e9cb4f102332a9b99dc7d29d51c1962,23-08-2018 12:30,6,1,113.1,5,1,3,513,Potential Customers,113.1,27044.62632
1e9d08279906bfa93811f5d8b8c92523,01-04-2017 10:30,515,1,39.42,1,1,1,111,At Risk,39.42,9426.164187
1e9d3655bb1078f29527381ed32c85d4,13-10-2017 10:26,320,1,80.91,2,1,2,212,At Risk,80.91,19347.3096
1e9eb73e80e3c263a07ff3f7eb7b4e05,15-05-2018 22:30,105,1,163.5,4,1,4,414,Champions,163.5,39096.34309
1ea06ca6a82feeb3caf1e35c01887ed8,30-01-2018 09:55,211,1,387.67,3,1,5,315,Others,387.67,92700.17936
1ea07fa33f6aa42805c074d31c82f590,11-01-2018 12:59,230,1,67.7,3,1,2,312,Others,67.7,16188.51637
1ea175d3ab6e3bf69c3fbbc0f4c59801,12-01-2018 19:19,228,1,119.25,3,1,3,313,Others,119.25,28515.22271
1ea3ca77718813f33e7fab2e98c1e5c6,19-06-2018 09:19,71,1,37.58,5,1,1,511,Potential Customers,37.58,8986.180876
1ea43911c7817ae202932454b9016329,21-04-2018 16:24,129,1,106.9,4,1,3,413,Potential Customers,106.9,25562.07386
1ea574a394e7eddb9ef7ea5b56455181,22-05-2017 22:21,463,1,487.55,1,1,5,115,At Risk,487.55,116583.6212
1ea61d2ebc0a3d215b45a19a8e42fc98,30-06-2017 16:41,424,1,86.64,1,1,3,113,At Risk,86.64,20717.47502
1ea6e83f3f7e635b07ff88693fb6e2b1,13-01-2018 09:45,228,1,185.56,3,1,4,314,Others,185.56,44371.36039
1ea72d07bfd7017be87178fbfc30ac7c,19-02-2018 16:33,190,1,60.72,3,1,2,312,Others,60.72,14519.44925
1ea72f58ad176621daf1e0753b15f5bd,05-05-2018 08:56,116,1,50.23,4,1,1,411,Potential Customers,50.23,12011.06614
1ea783594d700e7ae08c133fbe97811a,18-09-2017 01:02,345,1,84.81,2,1,2,212,At Risk,84.81,20279.88292
1ea7da2d672b0873e5b09cac7e25c109,03-03-2018 21:03,178,1,52.1,4,1,1,411,Potential Customers,52.1,12458.22309
1ea8e45ffebf367b2f046c8b3c8ff230,01-12-2017 15:40,270,1,28.71,2,1,1,211,At Risk,28.71,6865.174374
1ea95ad24c86534af3ded05ee2d7aefe,10-03-2017 17:55,536,1,72.9,1,1,2,112,At Risk,72.9,17431.94747
1ea9656f6bb4ba028d81b90a4e7d1369,03-02-2017 09:01,572,1,149.95,1,1,4,114,At Risk,149.95,35856.2486
1eab936b5abcae9664590e84026a890a,12-05-2018 13:46,109,1,133.25,4,1,4,414,Champions,133.25,31862.92181
1eabab60895d7199ae261bc0b489103b,23-11-2017 14:34,279,1,100.34,2,1,3,213,At Risk,100.34,23993.43771
1eabd60f2859a5dce0e8f87218540fb6,11-11-2017 18:12,290,1,43.62,2,1,1,211,At Risk,43.62,10430.47392
1eabe81c2776591d3fd647bec734d381,07-04-2018 17:16,143,1,63.66,4,1,2,412,Potential Customers,63.66,15222.46606
1eac646a166c7c9f07a7ece6ff4f8905,23-07-2018 10:40,37,1,25.76,5,1,1,511,Potential Customers,25.76,6159.766348
1ead7fec449a8822f1cc825c23e798a0,31-07-2018 21:53,28,1,154.18,5,1,4,514,Champions,154.18,36867.73197
1eae560bcc8d88e8b8828be3e1483625,23-06-2018 14:01,67,1,240.71,5,1,5,515,Champions,240.71,57558.90364
1eaeea5f98120089f4f67fc088e4507a,07-01-2018 17:48,233,1,116.36,3,1,3,313,Others,116.36,27824.16197
1eaf911d0367602f4f9087353b3af6fe,18-06-2018 12:02,72,1,377.31,5,1,5,515,Champions,377.31,90222.88202
1eb163392449193337cc2c26ef4271cd,05-08-2018 23:04,23,1,544.52,5,1,5,515,Champions,544.52,130206.3654
1eb164a16341e7ad1079d1679d22c3d5,04-05-2018 00:21,117,1,44.22,4,1,1,411,Potential Customers,44.22,10573.94674
1eb1747994dbcb25f83cfc9490e833f6,17-03-2018 10:37,165,1,66.97,4,1,2,412,Potential Customers,66.97,16013.95778
1eb4ce811b05f6d987a1435a2d4ab2c6,02-12-2017 11:51,270,1,47.38,2,1,1,211,At Risk,47.38,11329.57025
1eb4e9e99a7e90ee262bbb995dc5b983,18-02-2018 12:59,192,1,39.09,3,1,1,311,Others,39.09,9347.254137
1eb544acef426d2268c038b8e3ff1b23,27-01-2018 00:20,214,1,47.68,3,1,1,311,Others,47.68,11401.30666
1eb55185b50db256089627a30a7eea89,01-04-2018 23:42,149,1,38.34,4,1,1,411,Potential Customers,38.34,9167.913113
1eb56edd49bc10e943716ab0188dd6de,05-12-2017 13:37,267,1,150.14,3,1,4,314,Others,150.14,35901.68166
1eb5bb873777ad08b25770ab550adf72,20-06-2017 13:26,435,1,71.63,1,1,2,112,At Risk,71.63,17128.26334
1eb6183ae88d681a0c359e65e06b73d8,01-02-2018 10:45,209,1,39.75,3,1,1,311,Others,39.75,9505.074237
1eb99a314855cb67eeb7e425572eeff1,16-08-2018 20:32,12,1,216.48,5,1,5,515,Champions,216.48,51764.99298
1eb9da3b7693eaaba1fd3cfbd4d40b38,27-06-2018 15:40,62,1,137.93,5,1,4,514,Champions,137.93,32982.0098
1eba0a3110dfb65297fc6fe9959c3641,22-05-2018 19:44,98,1,318.92,4,1,5,415,Champions,318.92,76260.58555
1ebce23a0da37200264dbb568cac6396,07-01-2018 23:37,233,1,230.75,3,1,5,315,Others,230.75,55177.25485
1ebd46af4737607b2534ea27329b03ce,16-12-2017 10:04,256,1,52.1,3,1,1,311,Others,52.1,12458.22309
